zipcode,centile,superzip,rank,city,state,adultpop,households,college,income
10011,98.13351,1,326,New York,NY,39951,6704,68.5715%,130.9993
92121,98.12177,1,327,San Diego,CA,2880,987,71.63194%,125.3374
22314,98.11541,1,328,Alexandria,VA,20298,5413,68.05104%,131.4478
44236,98.10563,1,329,Hudson,OH,15311,6871,63.99321%,138.3807
77401,98.09846,1,330,Bellaire,TX,10780,4343,65.93692%,134.8515
6073,98.09463,1,331,South Glastonbury,CT,3219,1344,60.73315%,143.7523
75082,98.09095,1,332,Richardson,TX,10176,4382,63.35495%,139.1391
60521,98.08147,1,333,Hinsdale,IL,24371,10135,57.12527%,149.83
19106,98.07278,1,334,Philadelphia,PA,7309,1607,73.84047%,121.0027
46033,98.06577,1,335,Carmel,IN,18231,8498,64.13252%,137.6942
11598,98.05838,1,336,Woodmere,NY,8721,3646,58.61713%,147.0958
28765,98.05596,1,,Penland,NC,31,18,67.74194%,131.2477
30338,98.05009,1,337,Atlanta,GA,21395,8011,66.27249%,133.353
21738,98.04374,1,338,Glenwood,MD,1724,778,59.16473%,145.5202
30309,98.03915,1,339,Atlanta,GA,15018,2418,65.79438%,134.0774
78739,98.03359,1,340,Austin,TX,5183,2405,64.78873%,135.7498
37027,98.02567,1,341,Brentwood,TN,23732,10265,62.62009%,139.4582
75019,98.01315,1,342,Coppell,TX,21851,9844,62.54176%,139.5471
48104,98.00198,1,343,Ann Arbor,MI,18816,5635,75.91411%,116.4352
94105,97.99634,1,344,San Francisco,CA,1803,317,67.38769%,131.0163
94025,97.98804,1,345,Menlo Park,CA,28450,9416,60.92443%,142.0642
81430,97.98021,1,,Placerville,CO,67,20,83.58209%,103.0101
95033,97.97816,1,346,Los Gatos,CA,7361,2772,55.50876%,151.2893
2138,97.97018,1,347,Cambridge,MA,21761,5631,79.23809%,110.334
37684,97.96409,1,,Mountain Home,TN,401,7,27.5%,199.1972
75025,97.95724,1,348,Plano,TX,24539,11129,64.56254%,135.0424
21405,97.95039,1,,Annapolis,MD,416,195,65.38461%,133.5975
7310,97.94895,1,349,Jersey City,NJ,4839,1434,76.50341%,114.415
21036,97.94725,1,350,Dayton,MD,1344,613,60.9375%,141.1149
77345,97.94303,1,351,Kingwood,TX,14007,6549,61.4764%,139.9917
49434,97.93918,1,,Macatawa,MI,48,7,85.41667%,98.7068
24327,97.93916,1,,Emory,VA,19,10,100%,73.5525
98112,97.93479,1,352,Seattle,WA,15890,4429,67.74071%,129.0719
92679,97.92512,1,353,Trabuco Canyon,CA,19389,8642,52.45758%,155.3481
60657,97.90517,1,354,Chicago,IL,53232,9978,72.78141%,120.1501
22205,97.88741,1,355,Arlington,VA,11560,4062,63.71973%,135.738
11530,97.8794,1,356,Garden City,NY,17597,7189,57.4132%,146.4381
7641,97.87393,1,357,Haworth,NJ,2259,968,57.01638%,147.105
63141,97.86952,1,358,Saint Louis,MO,13858,5438,63.71771%,135.2908
48230,97.86234,1,359,Grosse Pointe,MI,12315,4903,62.9801%,136.4232
22646,97.85892,1,,Millwood,VA,60,18,56.66667%,147.2985
78248,97.85648,1,360,San Antonio,TX,8859,3775,62.95293%,136.4363
99725,97.85403,1,,Ester,AK,118,36,46.61017%,164.585
55347,97.8499,1,361,Eden Prairie,MN,14864,6534,61.00646%,139.7171
1810,97.8401,1,362,Andover,MA,20897,8594,62.50658%,137.0626
27614,97.83234,1,363,Raleigh,NC,7402,3303,59.52445%,142.0812
30097,97.82609,1,364,Duluth,GA,15326,6674,61.6273%,138.3519
87122,97.81458,1,365.5,Albuquerque,NM,8724,3790,64.58047%,133.2366
95032,97.81458,1,365.5,Los Gatos,CA,17878,6461,56.7625%,146.7088
91302,97.80305,1,367,Calabasas,CA,15407,6524,56.53924%,146.8945
2460,97.79689,1,368,Newtonville,MA,7052,2354,65.59841%,131.1967
2466,97.79362,1,369,Auburndale,MA,4819,1650,63.62316%,134.586
45208,97.78877,1,370,Cincinnati,OH,12863,3834,69.22957%,124.9242
10803,97.78305,1,371,Pelham,NY,8002,3246,58.34791%,143.5222
75013,97.77891,1,372,Allen,TX,7092,3312,63.40948%,134.6396
85045,97.77615,1,373,Phoenix,AZ,2945,1265,60.16978%,139.7929
84717,97.77534,1,,Bryce Canyon,UT,44,20,90.90909%,86.6285
55391,97.77225,1,374,Wayzata,MN,11143,4440,55.68519%,147.2737
37205,97.76474,1,375,Nashville,TN,16308,5529,64.90066%,131.2909
33327,97.75809,1,376,Fort Lauderdale,FL,7871,3585,61.45344%,137.23
20833,97.75486,1,377,Brookeville,MD,3914,1756,57.63924%,143.7039
6426,97.75311,1,378,Essex,CT,2471,813,61.02793%,137.838
92662,97.75171,1,379,Newport Beach,CA,2637,771,59.80281%,139.8988
97034,97.74733,1,380,Lake Oswego,OR,13295,5488,64.15194%,132.316
22202,97.73996,1,381,Arlington,VA,13567,3093,71.69603%,119.1511
30022,97.72675,1,382,Alpharetta,GA,34537,14672,60.99545%,137.5451
55446,97.71509,1,383,Minneapolis,MN,7945,3338,60.42794%,138.3297
60565,97.70628,1,384,Naperville,IL,24129,10946,60.83136%,137.621
10003,97.68859,1,385,New York,NY,40319,7504,70.12327%,121.4303
94970,97.67737,1,386,Stinson Beach,CA,593,186,60.03373%,138.7324
94114,97.66973,1,387,San Francisco,CA,27211,4133,66.69729%,127.2256
20759,97.66196,1,388,Fulton,MD,1108,479,49.63899%,156.6165
8534,97.65959,1,389,Pennington,NJ,7593,3322,62.95272%,133.659
7041,97.65616,1,390,Millburn,NJ,4817,1923,64.8744%,130.3023
92037,97.6468,1,391,La Jolla,CA,29295,9500,67.75218%,125.3165
60062,97.63093,1,392,Northbrook,IL,28509,11710,59.99158%,138.6317
7039,97.61799,1,393,Livingston,NJ,18675,7932,57.83132%,142.025
2332,97.61029,1,394,Duxbury,MA,9365,3964,59.61559%,138.926
6020,97.60764,1,,Canton Center,CT,246,113,60.56911%,137.0992
10964,97.60732,1,395,Palisades,NY,964,357,58.19502%,141.0207
30068,97.60101,1,396,Marietta,GA,22009,9313,62.1882%,134.0852
7922,97.59261,1,397,Berkeley Heights,NJ,8623,3442,52.03525%,151.3298
7045,97.58823,1,398,Montville,NJ,7358,2970,52.58222%,150.3387
7853,97.58383,1,399,Long Valley,NJ,8587,3736,55.96833%,144.4741
1775,97.5804,1,400,Stow,MA,3962,1682,61.8627%,134.0682
7739,97.57816,1,401,Little Silver,NJ,4199,1820,60.46678%,136.0336
83014,97.57635,1,402,Wilson,WY,2408,767,60.79734%,135.3536
6807,97.57435,1,403,Cos Cob,CT,4848,1943,58.51898%,139.2228
22201,97.56754,1,404,Arlington,VA,19951,4499,74.00631%,112.3294
77019,97.55869,1,405,Houston,TX,12319,3274,59.03077%,138.1349
67230,97.55418,1,406,Wichita,KS,4094,1887,63.77626%,129.9349
6117,97.55017,1,407,West Hartford,CT,10511,3841,64.06621%,129.3125
94404,97.54076,1,408,San Mateo,CA,23774,8654,59.33793%,137.4405
19436,97.53412,1,,Gwynedd,PA,440,89,61.59091%,133.3111
19317,97.5323,1,409,Chadds Ford,PA,6172,2680,60.25599%,135.5249
32963,97.52722,1,410,Vero Beach,FL,12326,4945,55.29774%,144.0308
78726,97.52275,1,411,Austin,TX,3992,1834,62.9509%,130.6515
94062,97.51649,1,412,Redwood City,CA,18817,6867,51.0921%,151.0278
75251,97.51104,1,413,Dallas,TX,1029,223,80.36929%,100.4668
93645,97.51073,1,,O Neals,CA,119,59,52.94118%,147.7052
15015,97.51044,1,414,Bradfordwoods,PA,933,396,60.87888%,133.9087
21042,97.50373,1,415,Ellicott City,MD,23473,10212,61.3343%,133.1006
14534,97.49158,1,416,Pittsford,NY,20845,8753,63.07988%,130.0068
7079,97.48298,1,417,South Orange,NJ,10420,3822,57.11132%,140.2427
7632,97.47905,1,418,Englewood Cliffs,NJ,3921,1547,52.48661%,148.0033
78703,97.47399,1,419,Austin,TX,14531,4572,74.15181%,110.6308
6430,97.46423,1,420,Fairfield,CT,20993,8373,56.75701%,140.5971
60201,97.45168,1,421,Evanston,IL,24775,8320,65.66297%,125.2367
2067,97.44172,1,422,Sharon,MA,11464,4953,63.07572%,129.6119
7640,97.43773,1,423,Harrington Park,NJ,3114,1352,58.44573%,137.5896
60422,97.4352,1,424,Flossmoor,IL,6126,2643,59.66373%,135.3065
60048,97.42838,1,425,Libertyville,IL,18735,7705,56.75474%,140.2689
90275,97.41496,1,426,Rancho Palos Verdes,CA,30129,12305,57.9309%,138.2146
21131,97.40522,1,427,Phoenix,MD,5327,2346,57.10531%,139.5811
94598,97.39855,1,428,Walnut Creek,CA,18977,7385,60.29931%,133.8564
22033,97.38705,1,429,Fairfax,VA,22947,8351,64.68819%,126.2762
92131,97.37538,1,430,San Diego,CA,19558,8229,62.67%,129.7296
29482,97.36963,1,431,Sullivans Island,SC,1377,485,64.70588%,126.1246
33156,97.36353,1,432,Miami,FL,20871,8502,55.87658%,141.1659
22302,97.3546,1,433,Alexandria,VA,11645,3469,67.52254%,121.0445
2142,97.35107,1,434,Cambridge,MA,1183,369,89.26458%,83.55172
19707,97.34798,1,435,Hockessin,DE,10064,4306,57.95906%,137.3202
8535,97.34491,1,436,Millstone Township,NJ,1164,520,48.10997%,154.187
6060,97.34417,1,437,North Granby,CT,1526,682,61.20577%,131.5511
11791,97.33917,1,438,Syosset,NY,16699,7002,56.06923%,140.2885
94010,97.32643,1,439,Burlingame,CA,29708,10504,53.94506%,143.9471
7711,97.3179,1,440,Allenhurst,NJ,1341,500,57.12155%,138.2839
20861,97.31721,1,441,Ashton,MD,1169,474,54.83319%,142.2237
94539,97.30841,1,442,Fremont,CA,30918,12795,56.42344%,139.449
28277,97.29379,1,443,Charlotte,NC,22376,9468,60.56489%,132.2938
1945,97.28361,1,444,Marblehead,MA,14724,5692,61.49824%,130.6188
7974,97.27743,1,445,New Providence,NJ,7770,3173,57.0785%,138.0106
48069,97.2748,1,446,Pleasant Ridge,MI,1809,690,65.7822%,123.002
60540,97.26697,1,447,Naperville,IL,26743,11316,60.67008%,131.7917
94127,97.25537,1,448,San Francisco,CA,15511,5030,54.23248%,142.8828
6070,97.24844,1,449,Simsbury,CT,9724,4081,61.45619%,130.271
76885,97.24577,1,,Valley Spring,TX,21,11,76.19048%,104.6956
7751,97.24281,1,450,Morganville,NJ,10758,4737,54.98234%,141.0456
2109,97.23901,1,451,Boston,MA,3080,634,65.94156%,122.1246
2025,97.23677,1,452,Cohasset,MA,5055,2060,60.73195%,130.9391
85255,97.23095,1,453,Scottsdale,AZ,16157,6855,52.93681%,144.3329
22301,97.22434,1,454,Alexandria,VA,7903,2477,61.97646%,128.6443
7722,97.22017,1,455,Colts Neck,NJ,7285,3225,47.59094%,153.3279
19004,97.21635,1,456,Bala Cynwyd,PA,6696,2642,62.0221%,128.3841
94965,97.21183,1,457,Sausalito,CA,9729,2583,62.49357%,127.559
15241,97.20526,1,458,Pittsburgh,PA,14181,6015,64.50885%,124.0664
22307,97.19934,1,459,Alexandria,VA,7430,2547,60.44415%,130.9431
10605,97.19382,1,460,White Plains,NY,12666,4738,55.50292%,139.4307
11545,97.1881,1,461,Glen Head,NY,8170,3376,52.98654%,143.7641
7976,97.18571,1,462,New Vernon,NJ,524,236,64.69465%,123.4087
10994,97.18428,1,463,West Nyack,NY,4684,1825,50.21349%,148.2125
60175,97.17994,1,464,Saint Charles,IL,11157,5135,53.82271%,141.906
98029,97.17191,1,465,Issaquah,WA,18071,7894,59.80853%,131.5851
59928,97.16694,1,,Polebridge,MT,52,11,59.61539%,131.8545
19425,97.16557,1,466,Chester Springs,PA,4987,2086,57.52957%,135.4124
8801,97.1628,1,467,Annandale,NJ,5070,1976,51.28205%,146.1583
94925,97.15959,1,468,Corte Madera,CA,6638,2489,63.42272%,125.204
77479,97.14864,1,469,Sugar Land,TX,33273,14771,59.6099%,131.5642
35213,97.13676,1,470,Birmingham,AL,9977,3961,66.56309%,119.546
3049,97.13274,1,471,Hollis,NH,4680,2013,56.32479%,136.9541
60661,97.13049,1,472,Chicago,IL,3487,674,72.41182%,109.2199
8553,97.12939,1,473,Rocky Hill,NJ,523,199,59.65583%,131.1706
2090,97.12659,1,474,Westwood,MA,9707,3880,57.41218%,134.9992
1886,97.12028,1,475,Westford,MA,13275,5824,56.81356%,136.0283
11733,97.11333,1,476,East Setauket,NY,12032,4752,54.12234%,140.6245
63017,97.10166,1,477,Chesterfield,MO,30455,12016,58.91972%,132.1918
1748,97.091,1,478,Hopkinton,MA,8401,3670,57.69551%,134.0944
92782,97.08523,1,479,Tustin,CA,12637,4674,59.20709%,131.3746
55436,97.07925,1,480,Minneapolis,MN,9127,3600,59.02268%,131.3837
34786,97.07526,1,481,Windermere,FL,5427,2384,54.43155%,139.2332
60184,97.07362,1,482,Wayne,IL,543,232,54.14365%,139.6948
2478,97.06864,1,483,Belmont,MA,17570,6512,63.11326%,124.1762
94552,97.06131,1,484,Castro Valley,CA,9139,3790,51.24193%,144.5486
20878,97.04908,1,485,Gaithersburg,MD,35445,14659,63.14854%,124.0193
22032,97.034,1,486,Fairfax,VA,19418,8153,60.25338%,128.9568
2210,97.02859,1,,Boston,MA,334,85,69.16168%,113.5703
8536,97.02518,1,487,Plainsboro,NJ,12121,4423,70.48098%,111.2885
5055,97.02122,1,488,Norwich,VT,2297,942,75.05442%,103.4063
34228,97.01861,1,489,Longboat Key,FL,7215,2829,53.05613%,141.1986
78015,97.01553,1,490,Boerne,TX,4001,1832,57.86054%,132.8835
6830,97.00956,1,491,Greenwich,CT,17740,6212,54.83089%,137.91
53217,96.99904,1,492,Milwaukee,WI,20604,8222,65.00194%,120.2247
8560,96.99272,1,493,Titusville,NJ,2443,1022,56.20139%,135.2202
7746,96.98897,1,494,Marlboro,NJ,11231,4807,51.0195%,144.0308
48864,96.98248,1,495,Okemos,MI,12412,5135,66.8466%,116.6968
20165,96.97418,1,496,Sterling,VA,17795,7438,55.9483%,135.3837
90024,96.963,1,497,Los Angeles,CA,22942,5840,66.22352%,117.6317
77381,96.95049,1,498,Spring,TX,22631,10177,56.69656%,133.8878
7921,96.94259,1,499,Bedminster,NJ,6151,1956,60.93318%,126.4763
21056,96.94083,1,,Gibson Island,MD,260,117,68.84615%,112.8237
7645,96.93944,1,500,Montvale,NJ,4818,2064,55.33416%,136.0519
95135,96.93496,1,501,San Jose,CA,11522,4478,50.42527%,144.3891
43017,96.92583,1,502,Dublin,OH,21741,9340,62.21425%,124.0559
7940,96.91705,1,503,Madison,NJ,10190,3822,56.8106%,133.2627
6443,96.91093,1,504,Madison,CT,12173,5118,57.24965%,132.456
11579,96.90658,1,505,Sea Cliff,NY,3692,1374,57.69231%,131.6113
1730,96.90308,1,506,Bedford,MA,9078,3456,57.31438%,132.1735
60044,96.89848,1,507,Lake Bluff,IL,7575,2743,57.34653%,131.9499
92651,96.89092,1,508,Laguna Beach,CA,20034,6236,56.47898%,133.1045
10560,96.88448,1,509,North Salem,NY,3442,1338,49.27368%,145.5071
30075,96.87509,1,510,Roswell,GA,30732,12795,57.51659%,131.1523
80025,96.86662,1,,Eldorado Springs,CO,126,27,82.53968%,88.02894
7446,96.86391,1,511,Ramsey,NJ,9746,3968,54.56598%,136.2258
27608,96.85913,1,512,Raleigh,NC,7709,2548,63.7307%,120.1684
19034,96.85589,1,513,Fort Washington,PA,4077,1539,56.29139%,132.9489
78735,96.85291,1,514,Austin,TX,6776,2572,64.28571%,119.1381
60605,96.84825,1,515,Chicago,IL,10198,2246,58.31535%,129.3883
7932,96.84373,1,516,Florham Park,NJ,6185,2464,56.08731%,133.1947
22046,96.83926,1,517,Falls Church,VA,10180,3660,60.01965%,126.3861
53203,96.83637,1,,Milwaukee,WI,297,58,60.26936%,125.9454
60203,96.83543,1,518,Evanston,IL,3127,1272,62.20019%,122.6137
19444,96.8326,1,519,Lafayette Hill,PA,7200,2774,57.01389%,131.5406
43054,96.82913,1,520,New Albany,OH,5429,2399,54.35624%,135.9603
20147,96.8226,1,521,Ashburn,VA,18360,7837,60.57734%,125.2249
10708,96.81304,1,522,Bronxville,NY,16504,5763,55.05332%,134.743
90067,96.80787,1,523,Los Angeles,CA,2355,744,46.36943%,149.6927
29401,96.80547,1,524,Charleston,SC,6342,1858,64.5853%,118.2933
80209,96.79905,1,525,Denver,CO,17038,4368,65.18958%,117.1008
85259,96.78941,1,526,Scottsdale,AZ,18094,7751,54.8027%,134.8842
66217,96.78371,1,527,Shawnee,KS,2693,1182,58.59636%,128.2926
6089,96.78236,1,528,Weatogue,CT,2210,899,63.66516%,119.478
35242,96.77599,1,529,Birmingham,AL,20971,8811,60.07344%,125.6172
98053,96.76493,1,530,Redmond,WA,19384,8837,57.75898%,129.5557
94583,96.75137,1,531,San Ramon,CA,30047,11965,52.44783%,138.6174
22548,96.7431,1,,Sharps,VA,26,10,76.92308%,96.4355
21723,96.74303,1,,Cooksville,MD,222,104,52.25225%,138.9377
19422,96.73946,1,532,Blue Bell,PA,12800,5078,55.51562%,133.2954
94020,96.73563,1,533,La Honda,CA,1159,346,54.35721%,135.1221
78258,96.73227,1,534,San Antonio,TX,11089,4967,57.99441%,128.7071
2458,96.72677,1,535,Newton,MA,8907,2822,65.16223%,116.2378
7950,96.72094,1,536,Morris Plains,NJ,12383,4780,53.87225%,135.6151
48098,96.7095,1,537,Troy,MI,29287,12760,52.88695%,137.298
22015,96.69373,1,538,Burke,VA,28188,11845,57.96083%,128.4717
94709,96.68414,1,539,Berkeley,CA,6694,1424,79.36959%,91.532
10530,96.6796,1,540,Hartsdale,NY,9864,3558,58.66788%,127.087
8853,96.67471,1,541,Neshanic Station,NJ,7936,3392,50.0252%,141.957
1985,96.67178,1,542,West Newbury,MA,2787,1192,57.23%,129.5178
2043,96.66727,1,543,Hingham,MA,13581,5493,57.52154%,128.9267
3854,96.66335,1,544,New Castle,NH,749,297,61.54873%,121.986
20152,96.66193,1,545,Chantilly,VA,4402,1873,61.60836%,121.7284
20895,96.657,1,546,Kensington,MD,13597,4921,59.98382%,124.5214
53092,96.64935,1,547,Thiensville,WI,14280,6075,57.46499%,128.8418
11721,96.64422,1,548,Centerport,NY,4381,1794,57.40699%,128.847
63038,96.64218,1,549,Glencoe,MO,3086,1449,55.34673%,132.2716
92210,96.64038,1,550,Indian Wells,CA,3453,1303,40.16797%,158.3857
21794,96.63914,1,551,West Friendship,MD,1078,474,52.8757%,136.4572
27514,96.63155,1,552,Chapel Hill,NC,26555,9713,72.36679%,102.8506
94087,96.61433,1,553,Sunnyvale,CA,36177,13577,58.06728%,127.4649
95138,96.6017,1,554,San Jose,CA,9852,3956,49.53309%,142.1335
48322,96.59316,1,555,West Bloomfield,MI,21228,8347,54.64481%,133.0914
94502,96.58462,1,556,Alameda,CA,9895,3904,57.25114%,128.5881
14051,96.57874,1,557,East Amherst,NY,11518,5101,59.76732%,124.1697
85284,96.57249,1,558,Tempe,AZ,11225,4933,58.92205%,125.5976
92887,96.56586,1,559,Yorba Linda,CA,12932,5666,48.84009%,142.8527
60047,96.55585,1,560,Lake Zurich,IL,23547,10382,50.35036%,140.0505
8720,96.54926,1,561,Allenwood,NJ,518,220,40.15444%,157.5292
98364,96.5491,1,,Port Gamble,WA,39,15,35.89744%,164.7733
11718,96.54851,1,562,Brightwaters,NY,2091,839,53.56289%,134.0551
7960,96.53925,1,563,Morristown,NJ,31613,10585,53.62351%,133.9113
87011,96.53058,1,,Claunch,NM,13,3,100%,53.9385
45349,96.53058,1,,North Hampton,OH,7,3,100%,53.9385
1983,96.52943,1,564,Topsfield,MA,4135,1718,51.97098%,136.6115
94111,96.52747,1,565,San Francisco,CA,3018,682,57.28959%,127.3446
95746,96.52302,1,566,Granite Bay,CA,13214,6018,50.99894%,138.1506
20905,96.51611,1,567,Silver Spring,MD,11950,5046,55.69875%,130.0134
20721,96.50886,1,568,Bowie,MD,14451,5915,52.17632%,135.9629
6107,96.50123,1,569,West Hartford,CT,13362,5229,63.06691%,117.1204
80425,96.49753,1,,Buffalo Creek,CO,86,37,52.32558%,135.5746
11559,96.49614,1,570,Lawrence,NY,5023,2098,52.51842%,135.2176
30328,96.48884,1,571,Atlanta,GA,21544,7268,61.4974%,119.6297
7058,96.48194,1,572,Pine Brook,NJ,3610,1504,55.56787%,129.7767
8003,96.47517,1,573,Cherry Hill,NJ,21056,8708,57.40407%,126.5848
74137,96.4653,1,574,Tulsa,OK,14911,6409,58.30595%,125.0026
8889,96.4594,1,575,Whitehouse Station,NJ,6625,2782,50.3849%,138.5271
94960,96.45423,1,576,San Anselmo,CA,12170,4386,61.4544%,119.41
75248,96.44408,1,577,Dallas,TX,24779,9266,58.58186%,124.3175
60302,96.43095,1,578,Oak Park,IL,23050,7876,63.81779%,115.261
53717,96.42259,1,579,Madison,WI,7394,2770,63.61915%,115.601
15090,96.4174,1,580,Wexford,PA,11581,4923,58.26785%,124.7503
11050,96.40869,1,581,Port Washington,NY,20162,7799,53.20405%,133.4589
97201,96.39809,1,582,Portland,OR,18469,5125,63.56056%,115.5696
91361,96.38923,1,583,Westlake Village,CA,13808,5565,51.94091%,135.4464
60461,96.38452,1,584,Olympia Fields,IL,3347,1352,55.2435%,129.7531
85262,96.38142,1,585,Scottsdale,AZ,7930,3420,52.03027%,135.1771
98006,96.37262,1,586,Bellevue,WA,24162,10199,60.72759%,120.1789
80302,96.3621,1,587,Boulder,CO,14128,3973,72.21829%,100.3361
90292,96.35387,1,588,Marina del Rey,CA,15824,3702,60.25657%,120.9452
2464,96.34895,1,589,Newton Upper Falls,MA,2152,646,64.49814%,113.399
94131,96.34199,1,590,San Francisco,CA,23221,5630,61.49606%,118.5692
19103,96.33112,1,591,Philadelphia,PA,16370,2866,67.98412%,107.1068
20855,96.32356,1,592,Derwood,MD,11149,4526,55.70903%,128.1971
85263,96.32011,1,593,Rio Verde,AZ,1481,678,56.38083%,126.9274
46032,96.31336,1,594,Carmel,IN,23022,9776,59.99913%,120.6849
75252,96.30259,1,595,Dallas,TX,16268,5407,60.86796%,119.1106
48105,96.29212,1,596,Ann Arbor,MI,21847,8167,74.50451%,95.58949
11804,96.28518,1,597,Old Bethpage,NY,3468,1448,52.16263%,134.0551
10956,96.27834,1,598,New City,NY,21416,8625,52.98842%,132.5606
18471,96.27236,1,,Waverly,PA,414,177,64.49276%,112.7047
7649,96.27069,1,599,Oradell,NJ,5617,2333,51.80702%,134.4762
23507,96.26779,1,600,Norfolk,VA,4987,1282,66.41268%,109.2264
2575,96.26634,1,,West Tisbury,MA,307,125,64.16938%,113.0133
55129,96.26514,1,601,Saint Paul,MN,4047,1790,52.23622%,133.5504
36564,96.26401,1,,Point Clear,AL,82,35,81.70732%,82.74624
3031,96.26208,1,602,Amherst,NH,6906,3054,55.51694%,127.6191
14506,96.25998,1,603,Mendon,NY,799,369,56.94618%,125.1491
20838,96.2597,1,,Barnesville,MD,138,64,53.62319%,130.76
92612,96.25349,1,604,Irvine,CA,22520,7973,67.58437%,106.5629
27513,96.24072,1,605,Cary,NC,23989,9740,63.17062%,114.1326
94402,96.22941,1,606,San Mateo,CA,17213,6300,52.68692%,132.0558
94070,96.219,1,607,San Carlos,CA,20743,7808,49.67459%,137.2091
2494,96.21152,1,608,Needham Heights,MA,6552,2470,56.70024%,124.9582
97221,96.20741,1,609,Portland,OR,8384,3114,60.66317%,118.0933
92620,96.20052,1,610,Irvine,CA,16702,6918,57.11891%,124.1566
30342,96.19093,1,611,Atlanta,GA,18255,5391,61.36949%,116.6889
92075,96.18341,1,612,Solana Beach,CA,9127,3132,57.92703%,122.5901
11021,96.17684,1,613,Great Neck,NY,14808,5208,56.94895%,124.2665
2465,96.17059,1,614,West Newton,MA,8004,2968,58.22089%,122.054
80304,96.16366,1,615,Boulder,CO,17250,5677,67.64058%,105.7338
6090,96.15876,1,616,West Granby,CT,537,210,55.12104%,127.2661
66223,96.15652,1,617,Overland Park,KS,7644,3530,61.34223%,116.4771
22989,96.15438,1,,Woodberry Forest,VA,153,55,90.19608%,66.66406
80126,96.14243,1,618,Littleton,CO,43386,18933,58.8577%,120.6287
30346,96.13024,1,619,Atlanta,GA,1045,191,77.32058%,88.80827
11768,96.12569,1,620,Northport,NY,15495,6084,50.83575%,134.3847
87544,96.1179,1,621,Los Alamos,NM,12831,5399,60.47074%,117.7258
78717,96.11304,1,622,Austin,TX,4939,2216,59.08079%,120.0638
22153,96.10594,1,623,Springfield,VA,20907,9048,56.02908%,125.2681
5254,96.10014,1,,Manchester,VT,187,66,66.84492%,106.6112
80439,96.09554,1,624,Evergreen,CO,16638,6984,58.73302%,120.5725
48236,96.08498,1,625,Grosse Pointe,MI,21825,9154,55.61054%,125.8983
37069,96.07615,1,626,Franklin,TN,10342,4683,58.40263%,120.9635
7738,96.07217,1,627,Lincroft,NJ,4105,1724,48.67235%,137.5883
83353,96.07085,1,628,Sun Valley,ID,741,214,55.06073%,126.5613
38138,96.06631,1,629,Germantown,TN,15776,6881,56.49721%,123.9474
97210,96.05976,1,630,Portland,OR,8139,1780,65.06942%,109.046
10589,96.05589,1,631,Somers,NY,5904,2228,52.52371%,130.5351
66206,96.05235,1,632,Leawood,KS,7068,2903,61.38936%,115.176
20832,96.04613,1,633,Olney,MD,15593,6786,54.61425%,126.7496
7092,96.04049,1,634,Mountainside,NJ,4931,1935,47.90103%,138.3088
66219,96.03779,1,635,Lenexa,KS,4923,2112,64.12756%,110.2438
90403,96.03095,1,636,Santa Monica,CA,19997,4716,62.44437%,113.0394
8833,96.02393,1,637,Lebanon,NJ,5580,2376,46.6129%,140.2545
6470,96.01968,1,638,Newtown,CT,9872,3930,50.62804%,133.217
8033,96.01379,1,639,Haddonfield,NJ,11607,4593,56.92255%,122.3639
80921,96.00909,1,640,Colorado Springs,CO,5530,2554,59.36709%,118.0462
48084,96.00488,1,641,Troy,MI,9807,3526,60.5078%,116.0547
75039,96.00155,1,642,Irving,TX,2316,508,72.92746%,94.56694
68118,95.99958,1,643,Omaha,NE,4828,2254,55.21955%,125.0432
45249,95.99583,1,644,Cincinnati,OH,8839,3772,56.79376%,122.275
